"email_base","market","asset_name","email_display_name","sfmc_reference_name","journey_name","path_name","email_slug","preview_file","preview_url","has_ampscript","source_system","preview_source","generation_method","status","match_method","sfmc_search_term","sfmc_name_pattern"
"EDM_CEN_MU_BKN_BknConfirmation","ARB","","Booking Confirmation","EDM_CEN_MU_BKN_BknConfirmation_ALL","Autoreplies","Booking path","booking-confirmation","ARB/booking-confirmation-arb.html","https://cc-content-static.pages.dev/ARB/booking-confirmation-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_BKN_BknConfirmation","{sfmc_email_base}_{market}"
"EDM_CEN_MU_BKN_CampusConnectRem","ARB","","Campus Connect - download reminder","EDM_CEN_MU_BKN_CampusConnectRem_ALL","Booking Journey","Booking path","campus-connect-download-reminder","ARB/campus-connect-download-reminder-arb.html","https://cc-content-static.pages.dev/ARB/campus-connect-download-reminder-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_BKN_CampusConnectRem","{sfmc_email_base}_{market}"
"EDM_CEN_MU_BKN_CampusConnectTY","ARB","","Campus Connect - welcome","EDM_CEN_MU_BKN_CampusConnectTY_ALL","Booking Journey","Booking path","campus-connect-welcome","ARB/campus-connect-welcome-arb.html","https://cc-content-static.pages.dev/ARB/campus-connect-welcome-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_BKN_CampusConnectTY","{sfmc_email_base}_{market}"
"EDM_CEN_MU_BKN_OfficeReview","ARB","","Booking advocacy - Google review","EDM_CEN_MU_BKN_OfficeReview_ALL","Booking Journey","Booking path","booking-advocacy-google-review","ARB/booking-advocacy-google-review-arb.html","https://cc-content-static.pages.dev/ARB/booking-advocacy-google-review-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_BKN_OfficeReview","{sfmc_email_base}_{market}"
"EDM_CEN_MU_BKN_ThankYou","ARB","","Booking Thank You","EDM_CEN_MU_BKN_ThankYou_ALL","Autoreplies","Booking path","booking-thank-you","ARB/booking-thank-you-arb.html","https://cc-content-static.pages.dev/ARB/booking-thank-you-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_BKN_ThankYou","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Opp_JB_Consultation2.0_Confirmation","ARB","","Consultation 2.0 Confirmation","EDM_CEN_MU_Opp_JB_Consultation2.0_Confirmation_ALL","Autoreplies","Consultation 2.0: Autoreply and Reminder","consultation-2-0-confirmation","ARB/consultation-2-0-confirmation-arb.html","https://cc-content-static.pages.dev/ARB/consultation-2-0-confirmation-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Opp_JB_Consultation2.0_Confirmation","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Opp_JB_Consultation2.0_Rem","ARB","","Consultation 2.0 Reminder","EDM_CEN_MU_Opp_JB_Consultation2.0_Rem_ALL","Autoreplies","Consultation 2.0: Autoreply and Reminder","consultation-2-0-reminder","ARB/consultation-2-0-reminder-arb.html","https://cc-content-static.pages.dev/ARB/consultation-2-0-reminder-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Opp_JB_Consultation2.0_Rem","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Opp_JBCON_REFERRALS_Referee_AR","ARB","","Referral AR - referee","EDM_CEN_MU_Opp_JBCON_REFERRALS_Referee_AR_ALL","Autoreplies","Referral: Referrer and referred autoreply","referral-ar-referee","ARB/referral-ar-referee-arb.html","https://cc-content-static.pages.dev/ARB/referral-ar-referee-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Opp_JBCON_REFERRALS_Referee_AR","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Opp_JBCON_REFERRALS_referrer-notification","ARB","","Referral AR - referrer notification","EDM_CEN_MU_Opp_JBCON_REFERRALS_referrer-notification_ALL","Autoreplies","Referral: Referrer and referred autoreply","referral-ar-referrer-notification","ARB/referral-ar-referrer-notification-arb.html","https://cc-content-static.pages.dev/ARB/referral-ar-referrer-notification-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Opp_JBCON_REFERRALS_referrer-notification","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_Ret-TravelAgain_1_WelcomeHome","ARB","","TravelAgain Auto - Welcome Home","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_1_WelcomeHome_ALL","Opportunity MQL Journey","""To Contact"" path (Returner travel again auto)","travelagain-auto-welcome-home","ARB/travelagain-auto-welcome-home-arb.html","https://cc-content-static.pages.dev/ARB/travelagain-auto-welcome-home-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_1_WelcomeHome","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_Ret-TravelAgain_2_Nostalgia","ARB","","TravelAgain Auto - Nostalgia","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_2_Nostalgia_ALL","Opportunity MQL Journey","""To Contact"" path (Returner travel again auto)","travelagain-auto-nostalgia","ARB/travelagain-auto-nostalgia-arb.html","https://cc-content-static.pages.dev/ARB/travelagain-auto-nostalgia-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_2_Nostalgia","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_Ret-TravelAgain_3_Benefits","ARB","","TravelAgain Auto - Benefits","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_3_Benefits_ALL","Opportunity MQL Journey","""To Contact"" path (Returner travel again auto)","travelagain-auto-benefits","ARB/travelagain-auto-benefits-arb.html","https://cc-content-static.pages.dev/ARB/travelagain-auto-benefits-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_3_Benefits","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_Ret-TravelAgain_4_RaiseLevel","ARB","","TravelAgain Auto - Raise Level","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_4_RaiseLevel_ALL","Opportunity MQL Journey","""To Contact"" path (Returner travel again auto)","travelagain-auto-raise-level","ARB/travelagain-auto-raise-level-arb.html","https://cc-content-static.pages.dev/ARB/travelagain-auto-raise-level-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_4_RaiseLevel","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_Ret-TravelAgain_5_Destinations","ARB","","TravelAgain Auto - Destinations","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_5_Destinations_ALL","Opportunity MQL Journey","""To Contact"" path (Returner travel again auto)","travelagain-auto-destinations","ARB/travelagain-auto-destinations-arb.html","https://cc-content-static.pages.dev/ARB/travelagain-auto-destinations-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_5_Destinations","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_Ret-TravelAgain_6_6months","ARB","","Returner nurturing - 6 month anniversary","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_6_6months_ALL","Returner Journey","Returner journey (no active opp)","returner-nurturing-6-month-anniversary","ARB/returner-nurturing-6-month-anniversary-arb.html","https://cc-content-static.pages.dev/ARB/returner-nurturing-6-month-anniversary-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_6_6months","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_Ret-TravelAgain_7_12months","ARB","","Returner nurturing - 1 year anniversary","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_7_12months_ALL","Returner Journey","Returner journey (no active opp)","returner-nurturing-1-year-anniversary","ARB/returner-nurturing-1-year-anniversary-arb.html","https://cc-content-static.pages.dev/ARB/returner-nurturing-1-year-anniversary-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_7_12months","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_RetUnrOpp_Email1_AR","ARB","","Returner To Contact - AR","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email1_AR_ALL","Opportunity MQL Journey","""To Contact"" path (Returner)","returner-to-contact-ar","ARB/returner-to-contact-ar-arb.html","https://cc-content-static.pages.dev/ARB/returner-to-contact-ar-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email1_AR","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_RetUnrOpp_Email2","ARB","","Returner To Contact - Email 2","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email2_ALL","Opportunity MQL Journey","""To Contact"" path (Returner)","returner-to-contact-email-2","ARB/returner-to-contact-email-2-arb.html","https://cc-content-static.pages.dev/ARB/returner-to-contact-email-2-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email2","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_RetUnrOpp_Email3","ARB","","Returner To Contact - Email 3","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email3_ALL","Opportunity MQL Journey","""To Contact"" path (Returner)","returner-to-contact-email-3","ARB/returner-to-contact-email-3-arb.html","https://cc-content-static.pages.dev/ARB/returner-to-contact-email-3-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email3","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_RetUnrOpp_Email4","ARB","","Returner To Contact - Email 4","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email4_ALL","Opportunity MQL Journey","""To Contact"" path (Returner)","returner-to-contact-email-4","ARB/returner-to-contact-email-4-arb.html","https://cc-content-static.pages.dev/ARB/returner-to-contact-email-4-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email4","{sfmc_email_base}_{market}"
"EDM_ILS_Opp_50plus2024_AR","ARB","","ILS 50+ AR","EDM_ILS_Opp_50plus2024_AR_ALL","Autoreplies","""To Contact"" path (50+)","ils-50-ar","ARB/ils-50-ar-arb.html","https://cc-content-static.pages.dev/ARB/ils-50-ar-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_ILS_Opp_50plus2024_AR","{sfmc_email_base}_{market}"
"EDM_ILS_Opp_50plus2024_Email1","ARB","","To Contact (50+) - Email 1","EDM_ILS_Opp_50plus2024_Email1_ALL","Opportunity MQL Journey","""To Contact"" path (50+)","to-contact-50-email-1","ARB/to-contact-50-email-1-arb.html","https://cc-content-static.pages.dev/ARB/to-contact-50-email-1-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_ILS_Opp_50plus2024_Email1","{sfmc_email_base}_{market}"
"EDM_ILS_Opp_50plus2024_Email2","ARB","","To Contact (50+) - Email 2","EDM_ILS_Opp_50plus2024_Email2_ALL","Opportunity MQL Journey","""To Contact"" path (50+)","to-contact-50-email-2","ARB/to-contact-50-email-2-arb.html","https://cc-content-static.pages.dev/ARB/to-contact-50-email-2-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_ILS_Opp_50plus2024_Email2","{sfmc_email_base}_{market}"
"EDM_ILS_Opp_50plus2024_Email3","ARB","","To Contact (50+) - Email 3","EDM_ILS_Opp_50plus2024_Email3_ALL","Opportunity MQL Journey","""To Contact"" path (50+)","to-contact-50-email-3","ARB/to-contact-50-email-3-arb.html","https://cc-content-static.pages.dev/ARB/to-contact-50-email-3-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_ILS_Opp_50plus2024_Email3","{sfmc_email_base}_{market}"
"EDM_ILS_Opp_50plus2024_Email4","ARB","","To Contact (50+) - Email 4","EDM_ILS_Opp_50plus2024_Email4_ALL","Opportunity MQL Journey","""To Contact"" path (50+)","to-contact-50-email-4","ARB/to-contact-50-email-4-arb.html","https://cc-content-static.pages.dev/ARB/to-contact-50-email-4-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_ILS_Opp_50plus2024_Email4","{sfmc_email_base}_{market}"
"EDM_ILSY_Expax_JB_CourseTypes","ARB","","Returner nurturing - explore courses","EDM_ILSY_Expax_JB_CourseTypes","Returner Journey","Returner journey (no active opp)","edm-ilsy-expax-jb-coursetypes","ARB/edm-ilsy-expax-jb-coursetypes.html","https://cc-content-static.pages.dev/ARB/edm-ilsy-expax-jb-coursetypes.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_ILSY_Expax_JB_CourseTypes","EDM_ILS/Y_Expax_JB_CourseTypes"
"EDM_LEADOPP_ALL_Event_Reminder","ARB","","Info Meeting day-before reminder","EDM_LEADOPP_ALL_Event_Reminder_ALL","Autoreplies","Info Meeting: Autoreply and Reminder","info-meeting-day-before-reminder","ARB/info-meeting-day-before-reminder-arb.html","https://cc-content-static.pages.dev/ARB/info-meeting-day-before-reminder-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_LEADOPP_ALL_Event_Reminder","{sfmc_email_base}_{market}"
"EDM_LEADOPP_ALL_Infomeeting_Autoreply","ARB","","Info Meeting AR","EDM_LEADOPP_ALL_Infomeeting_Autoreply_ALL","Autoreplies","Info Meeting: Autoreply and Reminder","info-meeting-ar","ARB/info-meeting-ar-arb.html","https://cc-content-static.pages.dev/ARB/info-meeting-ar-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_LEADOPP_ALL_Infomeeting_Autoreply","{sfmc_email_base}_{market}"
"EDM_MU_BKN_CS_1ST_INSTALMENT","ARB","","Payment - 1st instalment","EDM_MU_BKN_CS_1ST_INSTALMENT_ALL","Booking Journey","Booking path","payment-1st-instalment","ARB/payment-1st-instalment-arb.html","https://cc-content-static.pages.dev/ARB/payment-1st-instalment-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_BKN_CS_1ST_INSTALMENT","{sfmc_email_base}_{market}"
"EDM_MU_BKN_CS_OTHER_INSTALMENT","ARB","","Payment - other instalment","EDM_MU_BKN_CS_OTHER_INSTALMENT_ALL","Booking Journey","Booking path","payment-other-instalment","ARB/payment-other-instalment-arb.html","https://cc-content-static.pages.dev/ARB/payment-other-instalment-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_BKN_CS_OTHER_INSTALMENT","{sfmc_email_base}_{market}"
"EDM_MU_BKN_CS_PAYMENT_REM","ARB","","Payment - reminder","EDM_MU_BKN_CS_PAYMENT_REM_ALL","Booking Journey","Booking path","payment-reminder","ARB/payment-reminder-arb.html","https://cc-content-static.pages.dev/ARB/payment-reminder-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_BKN_CS_PAYMENT_REM","{sfmc_email_base}_{market}"
"EDM_MU_BKN_JB_AdminChecklist","ARB","","Admin checklist","EDM_MU_BKN_JB_AdminChecklist","Booking Journey","Booking path","edm-mu-bkn-jb-adminchecklist","ARB/edm-mu-bkn-jb-adminchecklist.html","https://cc-content-static.pages.dev/ARB/edm-mu-bkn-jb-adminchecklist.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_AdminChecklist","EDM_MU_BKN_CS_AdminChecklist_"
"EDM_MU_BKN_JB_AmbPromo","ARB","","Booking advocacy - Ambassador promo","EDM_MU_BKN_JB_AmbPromo","Booking Journey","Booking path","edm-mu-bkn-jb-ambpromo","ARB/edm-mu-bkn-jb-ambpromo.html","https://cc-content-static.pages.dev/ARB/edm-mu-bkn-jb-ambpromo.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_AmbPromo","EDM_MU_Expax_JB_AMBPromo"
"EDM_MU_BKN_JB_SoftContent_Accommodation_Campus","ARB","","Accommodation - campus","EDM_MU_BKN_JB_SoftContent_Accommodation_Campus","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-accommodation-campus","ARB/edm-mu-bkn-jb-softcontent-accommodation-campus.html","https://cc-content-static.pages.dev/ARB/edm-mu-bkn-jb-softcontent-accommodation-campus.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Accommodation_Campus","EDM_MU_BKN_CS_SOFTCON_CAMPUS"
"EDM_MU_BKN_JB_SoftContent_Accommodation_HostFamily","ARB","","Accommodation - host family","EDM_MU_BKN_JB_SoftContent_Accommodation_HostFamily","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-accommodation-hostfamily","ARB/edm-mu-bkn-jb-softcontent-accommodation-hostfamily.html","https://cc-content-static.pages.dev/ARB/edm-mu-bkn-jb-softcontent-accommodation-hostfamily.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Accommodation_HostFamily","EDM_MU_BKN_CS_SOFTCON_HF"
"EDM_MU_BKN_JB_SoftContent_Accommodation_Residence","ARB","","Accommodation - residence","EDM_MU_BKN_JB_SoftContent_Accommodation_Residence","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-accommodation-residence","ARB/edm-mu-bkn-jb-softcontent-accommodation-residence.html","https://cc-content-static.pages.dev/ARB/edm-mu-bkn-jb-softcontent-accommodation-residence.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Accommodation_Residence","EDM_MU_BKN_CS_SOFTCON_1RES"
"EDM_MU_BKN_JB_SoftContent_Email16_EFHello","ARB","","Partnership - EF Hello app","EDM_MU_BKN_JB_SoftContent_Email16_EFHello","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email16-efhello","ARB/edm-mu-bkn-jb-softcontent-email16-efhello.html","https://cc-content-static.pages.dev/ARB/edm-mu-bkn-jb-softcontent-email16-efhello.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email16_EFHello","EDM_MU_BKN_CS_EFHELLO_PROMOCODE"
"EDM_MU_BKN_JB_SoftContent_Email2_GetPrepared","ARB","","Soft content - Get Prepared","EDM_MU_BKN_JB_SoftContent_Email2_GetPrepared","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email2-getprepared","ARB/edm-mu-bkn-jb-softcontent-email2-getprepared.html","https://cc-content-static.pages.dev/ARB/edm-mu-bkn-jb-softcontent-email2-getprepared.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email2_GetPrepared","EDM_BKN_SOFTCON_2GETPREPARED"
"EDM_MU_BKN_JB_SoftContent_Email3_MakeTheMostOut","ARB","","Soft content - Make the Most Out","EDM_MU_BKN_JB_SoftContent_Email3_MakeTheMostOut","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email3-makethemostout","ARB/edm-mu-bkn-jb-softcontent-email3-makethemostout.html","https://cc-content-static.pages.dev/ARB/edm-mu-bkn-jb-softcontent-email3-makethemostout.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email3_MakeTheMostOut","EDM_BKN_SOFTCON_3MAKETHEMOSTOUT"
"EDM_MU_BKN_JB_SoftContent_Email4_Questions","ARB","","Soft content - FAQs","EDM_MU_BKN_JB_SoftContent_Email4_Questions","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email4-questions","ARB/edm-mu-bkn-jb-softcontent-email4-questions.html","https://cc-content-static.pages.dev/ARB/edm-mu-bkn-jb-softcontent-email4-questions.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email4_Questions","EDM_BKN_SOFTCON_4.YOUHAVEQUESTIONS"
"EDM_MU_BKN_JB_SoftContent_Email5_ImmerseYourself","ARB","","Soft content - Immerse Yourself","EDM_MU_BKN_JB_SoftContent_Email5_ImmerseYourself","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email5-immerseyourself","ARB/edm-mu-bkn-jb-softcontent-email5-immerseyourself.html","https://cc-content-static.pages.dev/ARB/edm-mu-bkn-jb-softcontent-email5-immerseyourself.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email5_ImmerseYourself","EDM_BKN_SOFTCON_5.IMMERSEYOURSELF"
"EDM_MU_BKN_JB_SoftContent_Email6_NewHome","ARB","","Soft content - New Home","EDM_MU_BKN_JB_SoftContent_Email6_NewHome","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email6-newhome","ARB/edm-mu-bkn-jb-softcontent-email6-newhome.html","https://cc-content-static.pages.dev/ARB/edm-mu-bkn-jb-softcontent-email6-newhome.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email6_NewHome","EDM_BKN_SOFTCON_6NEWHOME"
"EDM_MU_BKN_JB_SoftContent_Email7_GetReadyNow","ARB","","Soft content - Get Ready Now","EDM_MU_BKN_JB_SoftContent_Email7_GetReadyNow","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email7-getreadynow","ARB/edm-mu-bkn-jb-softcontent-email7-getreadynow.html","https://cc-content-static.pages.dev/ARB/edm-mu-bkn-jb-softcontent-email7-getreadynow.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email7_GetReadyNow","EDM_BKN_SOFTCON_7GETREADYNOW"
"EDM_MU_BKN_JB_SoftContent_Email8_ThingsChange","ARB","","Soft content - Things Change","EDM_MU_BKN_JB_SoftContent_Email8_ThingsChange","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email8-thingschange","ARB/edm-mu-bkn-jb-softcontent-email8-thingschange.html","https://cc-content-static.pages.dev/ARB/edm-mu-bkn-jb-softcontent-email8-thingschange.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email8_ThingsChange","EDM_BKN_SOFTCON_8.10THINGS"
"EDM_MU_BKN_JB_SoftContent_Email9_AreYouReady","ARB","","Soft content - Are You Ready","EDM_MU_BKN_JB_SoftContent_Email9_AreYouReady","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email9-areyouready","ARB/edm-mu-bkn-jb-softcontent-email9-areyouready.html","https://cc-content-static.pages.dev/ARB/edm-mu-bkn-jb-softcontent-email9-areyouready.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email9_AreYouReady","EDM_BKN_SOFTCON_9.AREYOUREADY"
"EDM_MU_Expax_JB_AmbassadorPromo","ARB","","Returner loyalty - Ambassador promo","EDM_MU_Expax_JB_AmbassadorPromo","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-ambassadorpromo","ARB/edm-mu-expax-jb-ambassadorpromo.html","https://cc-content-static.pages.dev/ARB/edm-mu-expax-jb-ambassadorpromo.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_AmbassadorPromo","EDM_MU_Expax_JB_AMBPromo"
"EDM_MU_Expax_JB_RaiseYourLevel","ARB","","Returner nurturing - raise your level","EDM_MU_Expax_JB_RaiseYourLevel","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-raiseyourlevel","ARB/edm-mu-expax-jb-raiseyourlevel.html","https://cc-content-static.pages.dev/ARB/edm-mu-expax-jb-raiseyourlevel.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_RaiseYourLevel","EDMMARKETCODE_MU_Expax_JB_Raiseyourlevel"
"EDM_MU_Expax_JB_Referral","ARB","","Returner loyalty - referral promo","EDM_MU_Expax_JB_Referral","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-referral","ARB/edm-mu-expax-jb-referral.html","https://cc-content-static.pages.dev/ARB/edm-mu-expax-jb-referral.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_Referral","EDM_MU_Expax_JB_REFERRAL_NEW"
"EDM_MU_Expax_JB_Review","ARB","","Returner loyalty - Google review","EDM_MU_Expax_JB_Review","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-review","ARB/edm-mu-expax-jb-review.html","https://cc-content-static.pages.dev/ARB/edm-mu-expax-jb-review.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_Review","EDMMARKETCODE_MU_Expax_JB_Review_Trustpilot block"
"EDM_MU_Expax_JB_TavelAgainAPP","ARB","","Returner nurturing - cross-product APP","EDM_MU_Expax_JB_TavelAgainAPP","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-tavelagainapp","ARB/edm-mu-expax-jb-tavelagainapp.html","https://cc-content-static.pages.dev/ARB/edm-mu-expax-jb-tavelagainapp.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_TavelAgainAPP","EDMMARKETCODE_ILS_Expax_JB_TravelagainAPP"
"EDM_MU_Expax_JB_TavelAgainILS","ARB","","Returner nurturing - cross-product ILS","EDM_MU_Expax_JB_TavelAgainILS","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-tavelagainils","ARB/edm-mu-expax-jb-tavelagainils.html","https://cc-content-static.pages.dev/ARB/edm-mu-expax-jb-tavelagainils.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_TavelAgainILS","EDMMARKETCODE_APP_Expax_JB_TravelagainILSY"
"EDM_MU_Expax_JB_TavelAgainNewLanguage","ARB","","Returner nurturing - new language","EDM_MU_Expax_JB_TavelAgainNewLanguage","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-tavelagainnewlanguage","ARB/edm-mu-expax-jb-tavelagainnewlanguage.html","https://cc-content-static.pages.dev/ARB/edm-mu-expax-jb-tavelagainnewlanguage.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_TavelAgainNewLanguage","EDMMARKETCODE_MU_Expax_JB_TravelagainNewLanguage"
"EDM_MU_Expax_JB_TravelAgainNewDestination","ARB","","Returner nurturing - next destination","EDM_MU_Expax_JB_TravelAgainNewDestination","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-travelagainnewdestination","ARB/edm-mu-expax-jb-travelagainnewdestination.html","https://cc-content-static.pages.dev/ARB/edm-mu-expax-jb-travelagainnewdestination.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_TravelAgainNewDestination","EDMMARKETCODE_MU_Expax_JB_TravelagainNewDestination"
