"email_base","market","asset_name","email_display_name","sfmc_reference_name","journey_name","path_name","email_slug","preview_file","preview_url","has_ampscript","source_system","preview_source","generation_method","status","match_method","sfmc_search_term","sfmc_name_pattern"
"EDM_MU_BKN_JB_AmbPromo","CHZ","","Booking advocacy - Ambassador promo","EDM_MU_BKN_JB_AmbPromo","Booking Journey","Booking path","edm-mu-bkn-jb-ambpromo","CHZ/edm-mu-bkn-jb-ambpromo.html","https://cc-content-static.pages.dev/CHZ/edm-mu-bkn-jb-ambpromo.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_AmbPromo","EDM_MU_Expax_JB_AMBPromo"
"EDM_MU_BKN_JB_SoftContent_Accommodation_Campus","CHZ","","Accommodation - campus","EDM_MU_BKN_JB_SoftContent_Accommodation_Campus","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-accommodation-campus","CHZ/edm-mu-bkn-jb-softcontent-accommodation-campus.html","https://cc-content-static.pages.dev/CHZ/edm-mu-bkn-jb-softcontent-accommodation-campus.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Accommodation_Campus","EDM_MU_BKN_CS_SOFTCON_CAMPUS"
"EDM_MU_BKN_JB_SoftContent_Accommodation_HostFamily","CHZ","","Accommodation - host family","EDM_MU_BKN_JB_SoftContent_Accommodation_HostFamily","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-accommodation-hostfamily","CHZ/edm-mu-bkn-jb-softcontent-accommodation-hostfamily.html","https://cc-content-static.pages.dev/CHZ/edm-mu-bkn-jb-softcontent-accommodation-hostfamily.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Accommodation_HostFamily","EDM_MU_BKN_CS_SOFTCON_HF"
"EDM_MU_BKN_JB_SoftContent_Accommodation_Residence","CHZ","","Accommodation - residence","EDM_MU_BKN_JB_SoftContent_Accommodation_Residence","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-accommodation-residence","CHZ/edm-mu-bkn-jb-softcontent-accommodation-residence.html","https://cc-content-static.pages.dev/CHZ/edm-mu-bkn-jb-softcontent-accommodation-residence.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Accommodation_Residence","EDM_MU_BKN_CS_SOFTCON_1RES"
"EDM_MU_BKN_JB_SoftContent_Email16_EFHello","CHZ","","Partnership - EF Hello app","EDM_MU_BKN_JB_SoftContent_Email16_EFHello","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email16-efhello","CHZ/edm-mu-bkn-jb-softcontent-email16-efhello.html","https://cc-content-static.pages.dev/CHZ/edm-mu-bkn-jb-softcontent-email16-efhello.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email16_EFHello","EDM_MU_BKN_CS_EFHELLO_PROMOCODE"
"EDM_MU_BKN_JB_SoftContent_Email2_GetPrepared","CHZ","","Soft content - Get Prepared","EDM_MU_BKN_JB_SoftContent_Email2_GetPrepared","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email2-getprepared","CHZ/edm-mu-bkn-jb-softcontent-email2-getprepared.html","https://cc-content-static.pages.dev/CHZ/edm-mu-bkn-jb-softcontent-email2-getprepared.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email2_GetPrepared","EDM_BKN_SOFTCON_2GETPREPARED"
"EDM_MU_BKN_JB_SoftContent_Email3_MakeTheMostOut","CHZ","","Soft content - Make the Most Out","EDM_MU_BKN_JB_SoftContent_Email3_MakeTheMostOut","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email3-makethemostout","CHZ/edm-mu-bkn-jb-softcontent-email3-makethemostout.html","https://cc-content-static.pages.dev/CHZ/edm-mu-bkn-jb-softcontent-email3-makethemostout.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email3_MakeTheMostOut","EDM_BKN_SOFTCON_3MAKETHEMOSTOUT"
"EDM_MU_BKN_JB_SoftContent_Email4_Questions","CHZ","","Soft content - FAQs","EDM_MU_BKN_JB_SoftContent_Email4_Questions","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email4-questions","CHZ/edm-mu-bkn-jb-softcontent-email4-questions.html","https://cc-content-static.pages.dev/CHZ/edm-mu-bkn-jb-softcontent-email4-questions.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email4_Questions","EDM_BKN_SOFTCON_4.YOUHAVEQUESTIONS"
"EDM_MU_BKN_JB_SoftContent_Email5_ImmerseYourself","CHZ","","Soft content - Immerse Yourself","EDM_MU_BKN_JB_SoftContent_Email5_ImmerseYourself","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email5-immerseyourself","CHZ/edm-mu-bkn-jb-softcontent-email5-immerseyourself.html","https://cc-content-static.pages.dev/CHZ/edm-mu-bkn-jb-softcontent-email5-immerseyourself.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email5_ImmerseYourself","EDM_BKN_SOFTCON_5.IMMERSEYOURSELF"
"EDM_MU_BKN_JB_SoftContent_Email6_NewHome","CHZ","","Soft content - New Home","EDM_MU_BKN_JB_SoftContent_Email6_NewHome","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email6-newhome","CHZ/edm-mu-bkn-jb-softcontent-email6-newhome.html","https://cc-content-static.pages.dev/CHZ/edm-mu-bkn-jb-softcontent-email6-newhome.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email6_NewHome","EDM_BKN_SOFTCON_6NEWHOME"
"EDM_MU_BKN_JB_SoftContent_Email7_GetReadyNow","CHZ","","Soft content - Get Ready Now","EDM_MU_BKN_JB_SoftContent_Email7_GetReadyNow","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email7-getreadynow","CHZ/edm-mu-bkn-jb-softcontent-email7-getreadynow.html","https://cc-content-static.pages.dev/CHZ/edm-mu-bkn-jb-softcontent-email7-getreadynow.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email7_GetReadyNow","EDM_BKN_SOFTCON_7GETREADYNOW"
"EDM_MU_BKN_JB_SoftContent_Email8_ThingsChange","CHZ","","Soft content - Things Change","EDM_MU_BKN_JB_SoftContent_Email8_ThingsChange","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email8-thingschange","CHZ/edm-mu-bkn-jb-softcontent-email8-thingschange.html","https://cc-content-static.pages.dev/CHZ/edm-mu-bkn-jb-softcontent-email8-thingschange.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email8_ThingsChange","EDM_BKN_SOFTCON_8.10THINGS"
"EDM_MU_BKN_JB_SoftContent_Email9_AreYouReady","CHZ","","Soft content - Are You Ready","EDM_MU_BKN_JB_SoftContent_Email9_AreYouReady","Booking Journey","Booking path","edm-mu-bkn-jb-softcontent-email9-areyouready","CHZ/edm-mu-bkn-jb-softcontent-email9-areyouready.html","https://cc-content-static.pages.dev/CHZ/edm-mu-bkn-jb-softcontent-email9-areyouready.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_BKN_JB_SoftContent_Email9_AreYouReady","EDM_BKN_SOFTCON_9.AREYOUREADY"
"EDM_MU_Expax_JB_AmbassadorPromo","CHZ","","Returner loyalty - Ambassador promo","EDM_MU_Expax_JB_AmbassadorPromo","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-ambassadorpromo","CHZ/edm-mu-expax-jb-ambassadorpromo.html","https://cc-content-static.pages.dev/CHZ/edm-mu-expax-jb-ambassadorpromo.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_AmbassadorPromo","EDM_MU_Expax_JB_AMBPromo"
"EDM_MU_Expax_JB_RaiseYourLevel","CHZ","","Returner nurturing - raise your level","EDM_MU_Expax_JB_RaiseYourLevel","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-raiseyourlevel","CHZ/edm-mu-expax-jb-raiseyourlevel.html","https://cc-content-static.pages.dev/CHZ/edm-mu-expax-jb-raiseyourlevel.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_RaiseYourLevel","EDMMARKETCODE_MU_Expax_JB_Raiseyourlevel"
"EDM_MU_Expax_JB_Referral","CHZ","","Returner loyalty - referral promo","EDM_MU_Expax_JB_Referral","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-referral","CHZ/edm-mu-expax-jb-referral.html","https://cc-content-static.pages.dev/CHZ/edm-mu-expax-jb-referral.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_Referral","EDM_MU_Expax_JB_REFERRAL_NEW"
"EDM_MU_Expax_JB_Review","CHZ","","Returner loyalty - Google review","EDM_MU_Expax_JB_Review","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-review","CHZ/edm-mu-expax-jb-review.html","https://cc-content-static.pages.dev/CHZ/edm-mu-expax-jb-review.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_Review","EDMMARKETCODE_MU_Expax_JB_Review_Trustpilot block"
"EDM_MU_Expax_JB_TavelAgainAPP","CHZ","","Returner nurturing - cross-product APP","EDM_MU_Expax_JB_TavelAgainAPP","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-tavelagainapp","CHZ/edm-mu-expax-jb-tavelagainapp.html","https://cc-content-static.pages.dev/CHZ/edm-mu-expax-jb-tavelagainapp.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_TavelAgainAPP","EDMMARKETCODE_ILS_Expax_JB_TravelagainAPP"
"EDM_MU_Expax_JB_TavelAgainILS","CHZ","","Returner nurturing - cross-product ILS","EDM_MU_Expax_JB_TavelAgainILS","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-tavelagainils","CHZ/edm-mu-expax-jb-tavelagainils.html","https://cc-content-static.pages.dev/CHZ/edm-mu-expax-jb-tavelagainils.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_TavelAgainILS","EDMMARKETCODE_APP_Expax_JB_TravelagainILSY"
"EDM_MU_Expax_JB_TavelAgainNewLanguage","CHZ","","Returner nurturing - new language","EDM_MU_Expax_JB_TavelAgainNewLanguage","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-tavelagainnewlanguage","CHZ/edm-mu-expax-jb-tavelagainnewlanguage.html","https://cc-content-static.pages.dev/CHZ/edm-mu-expax-jb-tavelagainnewlanguage.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_TavelAgainNewLanguage","EDMMARKETCODE_MU_Expax_JB_TravelagainNewLanguage"
"EDM_MU_Expax_JB_TravelAgainNewDestination","CHZ","","Returner nurturing - next destination","EDM_MU_Expax_JB_TravelAgainNewDestination","Returner Journey","Returner journey (no active opp)","edm-mu-expax-jb-travelagainnewdestination","CHZ/edm-mu-expax-jb-travelagainnewdestination.html","https://cc-content-static.pages.dev/CHZ/edm-mu-expax-jb-travelagainnewdestination.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Expax_JB_TravelAgainNewDestination","EDMMARKETCODE_MU_Expax_JB_TravelagainNewDestination"
"EDM_MU_EXPAXES_JBAR_CDP","CHZ","","CDP - returning returners","EDM_MU_EXPAXES_JBAR_CDP_ALL","Behavioral nurturing","CDP path","edm-mu-expaxes-jbar-cdp","CHZ/edm-mu-expaxes-jbar-cdp.html","https://cc-content-static.pages.dev/CHZ/edm-mu-expaxes-jbar-cdp.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_EXPAXES_JBAR_CDP","EDM_MU_EXPAX_JBAR_CDP_RETURNVISITORS"
"EDM_MU_Lead_ALL_LanguageTest_Email1B","CHZ","","Language Test - Email 1B","EDM_MU_Lead_ALL_LanguageTest_Email1B","Lead Journey","Language Test path","edm-mu-lead-all-languagetest-email1b","CHZ/edm-mu-lead-all-languagetest-email1b.html","https://cc-content-static.pages.dev/CHZ/edm-mu-lead-all-languagetest-email1b.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Lead_ALL_LanguageTest_Email1B","Email_1B_Original_Autoreply_ Result_PushBrocure_Video"
"EDM_MU_Lead_ALL_LanguageTest_Email2","CHZ","","Language Test - Email 2","EDM_MU_Lead_ALL_LanguageTest_Email2","Lead Journey","Language Test path","edm-mu-lead-all-languagetest-email2","CHZ/edm-mu-lead-all-languagetest-email2.html","https://cc-content-static.pages.dev/CHZ/edm-mu-lead-all-languagetest-email2.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Lead_ALL_LanguageTest_Email2","Email2_Destinations_Infomeeting"
"EDM_MU_Lead_ALL_LanguageTest_Email3","CHZ","","Language Test - Email 3","EDM_MU_Lead_ALL_LanguageTest_Email3","Lead Journey","Language Test path","edm-mu-lead-all-languagetest-email3","CHZ/edm-mu-lead-all-languagetest-email3.html","https://cc-content-static.pages.dev/CHZ/edm-mu-lead-all-languagetest-email3.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Lead_ALL_LanguageTest_Email3","Email3_ContactUs_Blog"
"EDM_MU_Lead_ALL_LanguageTest_Email4","CHZ","","Language Test - Email 4","EDM_MU_Lead_ALL_LanguageTest_Email4","Lead Journey","Language Test path","edm-mu-lead-all-languagetest-email4","CHZ/edm-mu-lead-all-languagetest-email4.html","https://cc-content-static.pages.dev/CHZ/edm-mu-lead-all-languagetest-email4.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Lead_ALL_LanguageTest_Email4","Email4_EFmethod_Brochure_Blog"
"EDM_MU_Lead_ALL_LanguageTest_ReminderA","CHZ","","Language Test - Reminder","EDM_MU_Lead_ALL_LanguageTest_ReminderA","Lead Journey","Language Test path","edm-mu-lead-all-languagetest-remindera","CHZ/edm-mu-lead-all-languagetest-remindera.html","https://cc-content-static.pages.dev/CHZ/edm-mu-lead-all-languagetest-remindera.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Lead_ALL_LanguageTest_ReminderA","Email_1A_Original_Autoreply_Result_Consultation_Video"
"EDM_MU_Lead_CAM_EFSET_AR","CHZ","","EFSET AR","EDM_MU_Lead_CAM_EFSET_AR","Autoreplies","EFSET path","efset-ar","CHZ/efset-ar-chz.html","https://cc-content-static.pages.dev/CHZ/efset-ar-chz.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Lead_CAM_EFSET_AR","{sfmc_email_base}_{market}"
"EDM_MU_Lead_CAM_EFSET_Email2","CHZ","","EFSET - Email 2","EDM_MU_Lead_CAM_EFSET_Email2","Lead Journey","EFSET path","efset-email-2","CHZ/efset-email-2-chz.html","https://cc-content-static.pages.dev/CHZ/efset-email-2-chz.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Lead_CAM_EFSET_Email2","{sfmc_email_base}_{market}"
"EDM_MU_Lead_CAM_EFSET_Email3","CHZ","","EFSET - Email 3","EDM_MU_Lead_CAM_EFSET_Email3","Lead Journey","EFSET path","efset-email-3","CHZ/efset-email-3-chz.html","https://cc-content-static.pages.dev/CHZ/efset-email-3-chz.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Lead_CAM_EFSET_Email3","{sfmc_email_base}_{market}"
"EDM_MU_Lead_CAM_EFSET_Email4","CHZ","","EFSET - Email 4","EDM_MU_Lead_CAM_EFSET_Email4","Lead Journey","EFSET path","efset-email-4","CHZ/efset-email-4-chz.html","https://cc-content-static.pages.dev/CHZ/efset-email-4-chz.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Lead_CAM_EFSET_Email4","{sfmc_email_base}_{market}"
"EDM_MU_Lead_CAM_EFSET_EPIS_AR","CHZ","","EPI Certificate AR","EDM_MU_Lead_CAM_EFSET_EPIS_AR_ALL","Autoreplies","EPIS Certificate AR (EN)","edm-mu-lead-cam-efset-epis-ar","CHZ/edm-mu-lead-cam-efset-epis-ar.html","https://cc-content-static.pages.dev/CHZ/edm-mu-lead-cam-efset-epis-ar.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Lead_CAM_EFSET_EPIS_AR","EDM_MU_Lead_CAM_EFSET_ARupdated block"
"EDM_MU_Lead_Work-Study_AR","CHZ","","To Contact (Study and Work) - AR","EDM_MU_Lead_Work-Study_AR_ALL","Opportunity MQL Journey","""To Contact"" path (Study and Work)","to-contact-study-and-work-ar","CHZ/to-contact-study-and-work-ar-chz.html","https://cc-content-static.pages.dev/CHZ/to-contact-study-and-work-ar-chz.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Lead_Work-Study_AR","{sfmc_email_base}_{market}"
"EDM_MU_Lead_Work-Study_Email1","CHZ","","To Contact (Study and Work) - Email 1","EDM_MU_Lead_Work-Study_Email1_ALL","Opportunity MQL Journey","""To Contact"" path (Study and Work)","to-contact-study-and-work-email-1","CHZ/to-contact-study-and-work-email-1-chz.html","https://cc-content-static.pages.dev/CHZ/to-contact-study-and-work-email-1-chz.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Lead_Work-Study_Email1","{sfmc_email_base}_{market}"
"EDM_MU_Lead_Work-Study_Email2","CHZ","","To Contact (Study and Work) - Email 2","EDM_MU_Lead_Work-Study_Email2_ALL","Opportunity MQL Journey","""To Contact"" path (Study and Work)","to-contact-study-and-work-email-2","CHZ/to-contact-study-and-work-email-2-chz.html","https://cc-content-static.pages.dev/CHZ/to-contact-study-and-work-email-2-chz.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Lead_Work-Study_Email2","{sfmc_email_base}_{market}"
"EDM_MU_LeadOpp_CAM_UNIQUIZ_AR","CHZ","","Uni Quiz - AR","EDM_MU_LeadOpp_CAM_UNIQUIZ_AR","Lead Journey","Uni Quiz path","uni-quiz-ar","CHZ/uni-quiz-ar-chz.html","https://cc-content-static.pages.dev/CHZ/uni-quiz-ar-chz.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_LeadOpp_CAM_UNIQUIZ_AR","{sfmc_email_base}_{market}"
"EDM_MU_LeadOpp_CAM_UNIQUIZ_EMAIL1_4REASONS","CHZ","","Uni Quiz - Email 1","EDM_MU_LeadOpp_CAM_UNIQUIZ_EMAIL1_4REASONS","Lead Journey","Uni Quiz path","uni-quiz-email-1","CHZ/uni-quiz-email-1-chz.html","https://cc-content-static.pages.dev/CHZ/uni-quiz-email-1-chz.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_LeadOpp_CAM_UNIQUIZ_EMAIL1_4REASONS","{sfmc_email_base}_{market}"
"EDM_MU_LeadOpp_CAM_UNIQUIZ_EMAIL2_FINDYOURCOURSE","CHZ","","Uni Quiz - Email 2","EDM_MU_LeadOpp_CAM_UNIQUIZ_EMAIL2_FINDYOURCOURSE","Lead Journey","Uni Quiz path","uni-quiz-email-2","CHZ/uni-quiz-email-2-chz.html","https://cc-content-static.pages.dev/CHZ/uni-quiz-email-2-chz.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_LeadOpp_CAM_UNIQUIZ_EMAIL2_FINDYOURCOURSE","{sfmc_email_base}_{market}"
"EDM_MU_LeadOpp_JBAR_CDP_FORMSTARTERS","CHZ","","CDP - form starters","EDM_MU_LeadOpp_JBAR_CDP_FORMSTARTERS_ALL","Behavioral nurturing","CDP path","cdp-form-starters","CHZ/cdp-form-starters-chz.html","https://cc-content-static.pages.dev/CHZ/cdp-form-starters-chz.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_LeadOpp_JBAR_CDP_FORMSTARTERS","{sfmc_email_base}_{market}"
"EDM_MU_OPPS-Closed_JBAR_CDP_RETURNVISITORS","CHZ","","CDP - returning closed opps","EDM_MU_OPPS-Closed_JBAR_CDP_RETURNVISITORS_ALL","Behavioral nurturing","CDP path","cdp-returning-closed-opps","CHZ/cdp-returning-closed-opps-chz.html","https://cc-content-static.pages.dev/CHZ/cdp-returning-closed-opps-chz.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_OPPS-Closed_JBAR_CDP_RETURNVISITORS","{sfmc_email_base}_{market}"
"EDM_MU_OPPS-ToContact_JBAR_CDP","CHZ","","CDP - returning To Contact opps","EDM_MU_OPPS-ToContact_JBAR_CDP_ALL","Behavioral nurturing","CDP path","edm-mu-opps-tocontact-jbar-cdp","CHZ/edm-mu-opps-tocontact-jbar-cdp.html","https://cc-content-static.pages.dev/CHZ/edm-mu-opps-tocontact-jbar-cdp.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_OPPS-ToContact_JBAR_CDP","EDM_MU_OPPS-ToContact_JBAR_CDP_RETURNVISITORS"
"EDM_MU_Returners_JB_EarlyAccess_Email3","CHZ","","Returner loyalty - benefits and promo","EDM_MU_Returners_JB_EarlyAccess_Email3_ALL","Returner Journey","Returner journey (no active opp)","returner-loyalty-benefits-and-promo","CHZ/returner-loyalty-benefits-and-promo-chz.html","https://cc-content-static.pages.dev/CHZ/returner-loyalty-benefits-and-promo-chz.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Returners_JB_EarlyAccess_Email3","{sfmc_email_base}_{market}"
"EDM_MU_UnrOppJourney_BRrequest_1_WHYEF","CHZ","","To Contact BR - Email 1 Why EF","EDM_MU_UnrOppJourney_BRrequest_1_WHYEF_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-brrequest-1-whyef","CHZ/edm-mu-unroppjourney-brrequest-1-whyef.html","https://cc-content-static.pages.dev/CHZ/edm-mu-unroppjourney-brrequest-1-whyef.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_BRrequest_1_WHYEF","EDM_MU_UnrOppJourney_BRrequest_1.WHYEF block"
"EDM_MU_UnrOppJourney_BRrequest_2_FALLINLOVE_DESTINATION","CHZ","","To Contact BR - Email 2 Destination","EDM_MU_UnrOppJourney_BRrequest_2_FALLINLOVE_DESTINATION_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-brrequest-2-fallinlove-destination","CHZ/edm-mu-unroppjourney-brrequest-2-fallinlove-destination.html","https://cc-content-static.pages.dev/CHZ/edm-mu-unroppjourney-brrequest-2-fallinlove-destination.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_BRrequest_2_FALLINLOVE_DESTINATION","EDM_MU_UnrOppJourney_BRrequest_2.FALLINLOVE_DESTINATION block"
"EDM_MU_UnrOppJourney_BRrequest_3_BENEFITS","CHZ","","To Contact BR - Email 3 Benefits","EDM_MU_UnrOppJourney_BRrequest_3_BENEFITS_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-brrequest-3-benefits","CHZ/edm-mu-unroppjourney-brrequest-3-benefits.html","https://cc-content-static.pages.dev/CHZ/edm-mu-unroppjourney-brrequest-3-benefits.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_BRrequest_3_BENEFITS","EDM_MU_UnrOppJourney_BRrequest_3.BENEFITS block"
"EDM_MU_UnrOppJourney_BRrequest_4_PROMO","CHZ","","To Contact BR - Email 4 Promo","EDM_MU_UnrOppJourney_BRrequest_4_PROMO_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-brrequest-4-promo","CHZ/edm-mu-unroppjourney-brrequest-4-promo.html","https://cc-content-static.pages.dev/CHZ/edm-mu-unroppjourney-brrequest-4-promo.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_BRrequest_4_PROMO","EDM_MU_UnrOppJourney_BRrequest_4.PROMO block"
"EDM_MU_UnrOppJourney_PQrequest_1_WHYEF","CHZ","","To Contact PQ - Email 1 Why EF","EDM_MU_UnrOppJourney_PQrequest_1_WHYEF_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-pqrequest-1-whyef","CHZ/edm-mu-unroppjourney-pqrequest-1-whyef.html","https://cc-content-static.pages.dev/CHZ/edm-mu-unroppjourney-pqrequest-1-whyef.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_PQrequest_1_WHYEF","EDM_MU_UnrOppJourney_PQrequest_1.WHYEF block"
"EDM_MU_UnrOppJourney_PQrequest_2_FALLINLOVE_DESTINATION","CHZ","","To Contact PQ - Email 2 Destination","EDM_MU_UnrOppJourney_PQrequest_2_FALLINLOVE_DESTINATION_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-pqrequest-2-fallinlove-destination","CHZ/edm-mu-unroppjourney-pqrequest-2-fallinlove-destination.html","https://cc-content-static.pages.dev/CHZ/edm-mu-unroppjourney-pqrequest-2-fallinlove-destination.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_PQrequest_2_FALLINLOVE_DESTINATION","EDM_MU_UnrOppJourney_PQrequest_2.FALLINLOVE_DESTINATION block"
"EDM_MU_UnrOppJourney_PQrequest_3_BENEFITS","CHZ","","To Contact PQ - Email 3 Benefits","EDM_MU_UnrOppJourney_PQrequest_3_BENEFITS_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-pqrequest-3-benefits","CHZ/edm-mu-unroppjourney-pqrequest-3-benefits.html","https://cc-content-static.pages.dev/CHZ/edm-mu-unroppjourney-pqrequest-3-benefits.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_PQrequest_3_BENEFITS","EDM_MU_UnrOppJourney_PQrequest_3.BENEFITS block"
"EDM_MU_UnrOppJourney_PQrequest_4_PROMO","CHZ","","To Contact PQ - Email 4 Promo","EDM_MU_UnrOppJourney_PQrequest_4_PROMO_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-pqrequest-4-promo","CHZ/edm-mu-unroppjourney-pqrequest-4-promo.html","https://cc-content-static.pages.dev/CHZ/edm-mu-unroppjourney-pqrequest-4-promo.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_PQrequest_4_PROMO","EDM_MU_UnrOppJourney_PQrequest_4.PROMO block"
